Crop,State,Season,Area-2020-21 (Lakh ha),Area-2021-22 (Lakh ha),Area-2022-23 (Lakh ha),Area-2023-24 (Lakh ha),Area-2024-25 (Lakh ha),Production-2020-21,Production-2021-22 (Lakh Tonnes),Production-2022-23  (Lakh Tonnes),Production-2023-24  (Lakh Tonnes),Production-2024-25  (Lakh Tonnes),Yield-2020-21 (Kg/ha),Yield-2021-22 (Kg/ha),Yield-2022-23 (Kg/ha),Yield-2023-24 (Kg/ha),Yield-2024-25 (Kg/ha)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Tur,Andaman And Nicobar Islands,Kharif,0,0,0,0,,0,0,0,0,,100,100,300,810,
Tur,Andhra Pradesh,Kharif,2.31,2.51,2.42,2.33,3.73,0.84,0.68,0.78,0.96,1.7,363,271,323,413,457
Tur,Arunachal Pradesh,Kharif,0,0.01,0.01,0.01,,0,0.01,0.01,0.01,,0,879,889,891,
Tur,Assam,Kharif,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,856,858,865,860,861
Tur,Bihar,Kharif,0.15,0.13,0.13,0.14,0.14,0.23,0.21,0.24,0.23,0.2,1606,1607,1869,1688,1481
Tur,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Tur,Chhattisgarh,Kharif,0.45,0.43,0.4,0.35,0.34,0.27,0.25,0.28,0.21,0.21,599,574,691,595,622
Tur,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Tur,Daman And Diu,Kharif,0,0,,,,0,0,,,,0,0,,,
Tur,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Tur,Goa,Kharif,,0,,,,,0,,,,,0,,,
Tur,Gujarat,Kharif,2.41,2.51,2.44,2.27,1.73,2.86,2.91,2.84,2.64,2.05,1186,1161,1163,1163,1187
Tur,Haryana,Kharif,0.01,0.01,0,0.01,0,0.01,0.01,0,0.02,0,1250,1181,1180,1180,1246
Tur,Himachal Pradesh,Kharif,0,0,0,0,0,0,0,0,0,0,875,875,870,870,869
Tur,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Tur,Jharkhand,Kharif,2.35,2.54,1.84,1.89,2.16,2.6,2.86,2.11,2.17,2.55,1104,1129,1144,1149,1176
Tur,Karnataka,Kharif,16.31,17.19,12.2,13.65,17.44,12.38,11.45,8.55,10.2,9.98,759,666,701,747,572
Tur,Kerala,Kharif,0,0,0,0,0,0,0,0,0,0,1647,1652,1680,1657,1567
Tur,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Tur,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Tur,Madhya Pradesh,Kharif,2.19,2.25,1.66,1.55,1.79,2.86,1.9,1.26,1.37,1.74,1305,844,762,885,970
Tur,Maharashtra,Kharif,12.74,13.35,11.76,11.12,11.89,13.28,13.91,9.25,8.93,13.25,1042,1042,787,803,1114
Tur,Manipur,Kharif,0.01,0.01,0.01,0,,0.01,0.01,0.01,0,,1018,982,981,840,
Tur,Meghalaya,Kharif,0.01,0.01,0.01,0.01,,0.02,0.02,0.02,0.02,,1302,1305,1305,1305,
Tur,Mizoram,Kharif,0,0,0,0,,0,0,0,0,,1030,1022,1080,1120,
Tur,Nagaland,Kharif,0.03,0,0.01,0.01,,0.03,0,0.01,0.01,,919,880,950,951,
Tur,Odisha,Kharif,1.3,1.26,1.34,1.34,0.16,1.51,1.31,1.42,1.42,0.18,1166,1036,1062,1062,1189
Tur,Puducherry,Kharif,,0,,,,,0,,,,,0,,,
Tur,Punjab,Kharif,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,1163,1014,1107,1127,1174
Tur,Rajasthan,Kharif,0.08,0.07,0.06,0.04,0.03,0.07,0.07,0.06,0.04,0.03,879,915,899,951,903
Tur,Sikkim,Kharif,,,,,,,0,,,,,,,,
Tur,Tamil Nadu,Kharif,0.47,0.48,0.44,0.39,0.6,0.5,0.45,0.45,0.39,0.39,1049,936,1039,987,645
Tur,Telangana,Kharif,3.26,3.14,2.29,1.79,2.15,2.52,2.41,2.02,1.45,1.99,775,769,882,812,927
Tur,Tripura,Kharif,0.05,0.05,0.04,0.04,,0.04,0.04,0.03,0.03,,780,783,797,797,
Tur,Uttar Pradesh,Kharif,2.96,2.9,3.5,4.24,0.93,2.97,3.55,3.64,3.95,1.14,1005,1223,1039,932,1230
Tur,Uttarakhand,Kharif,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,1185,1066,994,959,1103
Tur,West Bengal,Kharif,0.04,0.03,0.03,0.01,0.01,0.05,0.05,0.04,0.02,0.02,1210,1569,1628,1620,1800
Tur,Others,Kharif,,,,,0.08,,,,,0.07,,,,,912
,,,,,,,,,,,,,,,,,
Gram,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Gram,Andhra Pradesh,Rabi,4.69,4.45,3.29,3.02,2.9,5.33,4.55,4.57,3,3.07,1136,1023,1388,994,1057
Gram,Arunachal Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Gram,Assam,Rabi,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,739,740,766,837,785
Gram,Bihar,Rabi,0.52,0.52,0.53,0.81,0.62,0.54,0.54,0.57,0.78,0.65,1052,1053,1076,974,1044
Gram,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Gram,Chhattisgarh,Rabi,3.02,3.32,3.06,2.55,3.95,2.68,2.4,2.79,2.11,3.03,887,725,912,828,767
Gram,Dadra And Nagar Haveli,Rabi,0,0,,,,0,0,,,,0,0,,,
Gram,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Gram,Delhi,Rabi,0,0,0,0,,0,0,0,0,,2000,2000,2000,2000,
Gram,Goa,Rabi,,0,,,,,0,,,,,0,,,
Gram,Gujarat,Rabi,8.16,11.02,7.64,6.22,8.5,12.8,21.02,12.98,10.66,14.79,1568,1908,1699,1714,1741
Gram,Haryana,Rabi,0.36,0.38,0.29,0.11,0.21,0.36,0.45,0.26,0.11,0.31,1005,1194,911,1027,1456
Gram,Himachal Pradesh,Rabi,0,0,0,0,0,0,0,0,0,0,1024,1231,1020,1020,1090
Gram,Jammu And Kashmir,Rabi,0,0,0,0,,0,0,0,0,,0,0,200,200,
Gram,Jharkhand,Rabi,2.66,2.6,2.49,2.39,2.97,3.34,3.09,2.92,2.78,3.57,1257,1186,1172,1167,1203
Gram,Karnataka,Rabi,7.13,7.12,8.22,6.38,6.75,4.46,4.91,5.59,3.86,4.05,625,689,680,605,600
Gram,Kerala,Rabi,0.01,0,,,,0.01,0,,,,837,0,,,
Gram,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Gram,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Gram,Madhya Pradesh,Rabi,21.6,19.36,21.08,21.1,16.92,32.14,29.31,30.95,29.14,24.58,1488,1514,1468,1381,1453
Gram,Maharashtra,Rabi,22.31,27.09,29.56,26.88,29.06,23.96,31.01,31.75,28.36,30.6,1074,1145,1074,1055,1053
Gram,Manipur,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,925,928,979,980,
Gram,Meghalaya,Rabi,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,,1072,1072,1078,1078,
Gram,Mizoram,Rabi,,,,,,,0,,,,,,,,
Gram,Nagaland,Rabi,0.01,0,0.01,0.01,,0.01,0,0,0.01,,842,840,827,842,
Gram,Odisha,Rabi,0.29,0.35,0.38,0.38,0.49,0.23,0.27,0.29,0.29,0.39,773,778,763,763,797
Gram,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Gram,Punjab,Rabi,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.03,1322,1214,1046,1395,1248
Gram,Rajasthan,Rabi,21.13,23.01,19.37,17.75,16.55,22.65,26.85,18.09,19.19,19.75,1072,1167,934,1081,1193
Gram,Sikkim,Rabi,,0,,,,,0,,,,,0,,,
Gram,Tamil Nadu,Rabi,0.06,0.04,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.03,926,926,926,926,926
Gram,Telangana,Rabi,1.43,1.59,1.48,0.97,0.69,2.38,2.24,2.32,1.64,1.11,1667,1409,1568,1686,1601
Gram,Tripura,Rabi,0,0,0,0,,0,0,0,0,,636,634,660,660,
Gram,Uttar Pradesh,Rabi,6.11,6.08,6.8,6.82,5.97,7.59,8.18,8.98,7.86,6.88,1243,1346,1321,1153,1153
Gram,Uttarakhand,Rabi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,751,790,800,900,847
Gram,West Bengal,Rabi,0.4,0.4,0.4,0.39,0.38,0.5,0.48,0.51,0.48,0.47,1259,1206,1271,1242,1240
Gram,Others,Rabi,,,,,0.04,,,,,0.04,,,,,1002
,,,,,,,,,,,,,,,,,
Urad,Andaman And Nicobar Islands,Kharif,0,0,0,,,0,0,0,,,0,0,360,,
Urad,Andaman And Nicobar Islands,Rabi,0,0,,0,,0,0,,0,,400,400,,333,
Urad,Andhra Pradesh,Kharif,0.32,0.39,0.31,0.33,0.36,0.25,0.32,0.29,0.34,0.32,788,809,944,1016,883
Urad,Andhra Pradesh,Rabi,3.61,3.62,3.14,2.74,2.83,3.4,3.93,4.02,3.12,3.3,941,1086,1279,1139,1167
Urad,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,915,919,927,928,
Urad,Arunachal Pradesh,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,975,979,987,988,
Urad,Assam,Kharif,,,,0.58,,,0,,0.38,,,,,658,
Urad,Assam,Rabi,0.56,0.57,0.54,0.55,0.58,0.37,0.38,0.35,0.36,0.38,651,661,645,662,663
Urad,Assam,Summer,,,,0.11,0.1,,,,0.08,0.07,,,,772,651
Urad,Bihar,Kharif,0.11,0.06,0.06,0.06,0.05,0.09,0.06,0.06,0.05,0.04,890,930,954,959,948
Urad,Bihar,Rabi,,,,,,,0,,,,,,,,
Urad,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Urad,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Urad,Chhattisgarh,Kharif,0.81,0.67,0.69,0.63,0.63,0.3,0.25,0.25,0.24,0.24,370,368,367,385,384
Urad,Chhattisgarh,Rabi,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,390,377,402,346,369
Urad,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Urad,Dadra And Nagar Haveli,Rabi,,,,,,,0,,,,,,,,
Urad,Daman And Diu,Kharif,0,0,,,,0,0,,,,0,0,,,
Urad,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Urad,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Urad,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Urad,Goa,Kharif,,,,,,,0,,,,,,,,
Urad,Goa,Rabi,,0,,,,,0,,,,,0,,,
Urad,Gujarat,Kharif,0.99,1.55,0.97,0.79,0.84,0.66,0.92,0.59,0.51,0.48,665,593,611,643,570
Urad,Gujarat,Rabi,0.18,0.26,,,,0.22,0.38,,,,1178,1495,,,
Urad,Gujarat,Summer,,,0.2,0.21,0.3,,,0.26,0.3,0.42,,,1278,1422,1377
Urad,Haryana,Kharif,0,0,0,0,0,0,0,0,0,0,560,509,529,529,529
Urad,Haryana,Rabi,,,,,,,0,,,,,,,,
Urad,Himachal Pradesh,Kharif,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,719,719,719,710,725
Urad,Himachal Pradesh,Rabi,,,,,,,0,,,,,,,,
Urad,Jammu And Kashmir,Kharif,0,0,0.1,0.11,,0,0,0.03,0.04,,0,0,324,314,
Urad,Jammu And Kashmir,Rabi,,,0,0,,,0,0,0,,,,277,277,
Urad,Jharkhand,Kharif,1.32,1.33,1.13,1.05,1.26,1.15,1.2,1,0.93,1.11,872,903,886,887,879
Urad,Jharkhand,Rabi,,,,,,,0,,,,,,,,
Urad,Karnataka,Kharif,0.85,0.75,0.67,0.44,1.02,0.49,0.37,0.31,0.2,0.6,577,493,463,449,590
Urad,Karnataka,Rabi,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.01,549,529,521,557,429
Urad,Kerala,Kharif,,0,0,0,0,,0,0,0,0,,1000,1000,603,1240
Urad,Kerala,Rabi,,0,0,0,0,,0,0,0,0,,785,850,594,701
Urad,Kerala,Summer,,,0,0,0,,,0,0,0,,,745,964,720
Urad,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Urad,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Urad,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Urad,Lakshadweep,Rabi,,,,,,,0,,,,,,,,
Urad,Madhya Pradesh,Kharif,12.73,15.35,12.52,7.97,4.24,3.95,7.78,7.76,5.02,2.39,310,507,620,630,563
Urad,Madhya Pradesh,Rabi,0.41,0.82,,,,0.53,1.06,,,,1297,1297,,,
Urad,Madhya Pradesh,Summer,,,0.57,0.6,0.95,,,0.74,0.79,1.23,,,1297,1312,1297
Urad,Maharashtra,Kharif,3.56,4.36,3.58,2.6,3.9,2.27,2.11,2.26,1.03,3.26,636,484,630,396,835
Urad,Maharashtra,Rabi,0,0,,,,0,0,,,,0,539,,,
Urad,Maharashtra,Summer,,,0,0.01,0.02,,,0,0,0.01,,,520,519,532
Urad,Manipur,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,1027,955,992,860,
Urad,Manipur,Rabi,0,0,,,,0,0,,,,0,0,,,
Urad,Meghalaya,Kharif,,0,,,,,0,,,,,0,,,
Urad,Meghalaya,Rabi,,0,,,,,0,,,,,0,,,
Urad,Mizoram,Kharif,,,,,,,0,,,,,,,,
Urad,Mizoram,Rabi,,,,,,,0,,,,,,,,
Urad,Nagaland,Kharif,0,0,,,,0,0,,,,0,0,,,
Urad,Nagaland,Rabi,0.01,0,0,0,,0.01,0,0,0,,819,933,823,823,
Urad,Odisha,Kharif,0.61,0.8,0.7,0.83,0.18,0.22,0.27,0.26,0.34,0.08,358,338,370,406,420
Urad,Odisha,Rabi,0.14,0.12,,,,0.04,0.04,,,,281,351,,,
Urad,Odisha,Summer,,,0.15,0.2,0.2,,,0.07,0.09,0.09,,,437,430,431
Urad,Puducherry,Kharif,0,0,0,0,,0,0,0,0,,1000,1000,1000,1211,
Urad,Puducherry,Rabi,0,0,0,0,,0,0,0,0,,596,715,655,1176,
Urad,Puducherry,Summer,,,0,0,,,,0,0,,,,450,440,
Urad,Punjab,Kharif,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,614,441,418,439,602
Urad,Punjab,Rabi,,,,,,,0,,,,,,,,
Urad,Rajasthan,Kharif,4.11,4.25,3.22,2.96,3.46,1.6,1.55,1.35,1.49,1.26,390,366,420,505,365
Urad,Rajasthan,Rabi,0,0,,,,0,0,,,,0,0,,,
Urad,Rajasthan,Summer,,,0,0,,,,0,0,,,,1125,1226,
Urad,Sikkim,Kharif,0.03,0.03,0.03,0.02,,0.03,0.03,0.03,0.01,,940,943,944,945,
Urad,Sikkim,Rabi,,,,,,,0,,,,,,,,
Urad,Tamil Nadu,Kharif,0.46,0.43,0.4,0.37,0.33,0.41,0.38,0.35,0.3,0.17,890,881,856,801,529
Urad,Tamil Nadu,Rabi,3.57,3.65,2.36,2.31,2.44,1.84,2.31,1.55,1.08,1.12,517,634,655,470,460
Urad,Tamil Nadu,Summer,,,1.2,0.87,0.8,,,0.79,0.41,0.37,,,655,470,460
Urad,Telangana,Kharif,0.19,0.19,0.12,0.07,0.09,0.14,0.15,0.08,0.05,0.07,747,792,698,721,790
Urad,Telangana,Rabi,0.19,0.39,0.18,0.14,0.22,0.36,0.51,0.28,0.21,0.36,1879,1295,1571,1489,1675
Urad,Tripura,Kharif,0.05,0.04,0.03,0.03,,0.04,0.03,0.02,0.02,,721,687,805,805,
Urad,Tripura,Rabi,0.04,0.03,0.03,0.03,,0.03,0.02,0.02,0.02,,795,769,777,777,
Urad,Uttar Pradesh,Kharif,5.08,5.14,5.58,7.11,3.64,2.82,2.56,2.38,4.42,2.28,556,498,426,622,626
Urad,Uttar Pradesh,Rabi,0.46,0.47,,,,0.35,0.36,,,,759,756,,,
Urad,Uttar Pradesh,Summer,,,0.5,0.66,0.66,,,0.45,0.6,0.6,,,895,912,912
Urad,Uttarakhand,Kharif,0.12,0.13,0.11,0.11,0.1,0.13,0.16,0.11,0.1,0.09,1069,1203,1017,961,918
Urad,Uttarakhand,Rabi,0,,,,,0,0,,,,0,,,,
Urad,Uttarakhand,Summer,,,,0,,,,,0,,,,,1022,
Urad,West Bengal,Kharif,0.68,0.67,0.67,0.66,0.66,0.43,0.44,0.48,0.49,0.49,641,665,710,737,740
Urad,West Bengal,Rabi,0.04,0.06,0.07,0.03,0.03,0.04,0.06,0.06,0.02,0.02,969,919,868,791,790
Urad,Others,Kharif,,,,,0.18,,,,,0.09,,,,,522
Urad,Others,Rabi,,,,,0.06,,,,,0.05,,,,,799
Urad,Others,Summer,,,,,0,,,,,0,,,,,440
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Moong,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Moong,Andaman And Nicobar Islands,Rabi,0,0,0,0,,0,0,0,0,,420,420,370,403,
Moong,Andhra Pradesh,Kharif,0.11,0.08,0.05,0.04,0.06,0.05,0.05,0.03,0.03,0.03,413,563,541,811,452
Moong,Andhra Pradesh,Rabi,0.94,0.89,0.67,0.55,0.56,0.77,0.79,0.7,0.54,0.54,814,888,1045,986,973
Moong,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,1034,1037,1042,1043,
Moong,Arunachal Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Moong,Assam,Kharif,,,,,,,0,,,,,,,,
Moong,Assam,Rabi,0.11,0.12,0.13,0.13,0.13,0.09,0.09,0.1,0.1,0.1,787,740,758,830,778
Moong,Assam,Summer,,,,0.06,0.05,,,,0.04,0.03,,,,734,647
Moong,Bihar,Kharif,0.07,0.07,0.06,0.06,0.09,0.05,0.05,0.04,0.05,0.06,686,677,657,861,603
Moong,Bihar,Rabi,1.59,1.57,,,,0.88,1.09,,,,554,695,,,
Moong,Bihar,Summer,,,1.61,1.59,1.59,,,1.26,1.13,1.16,,,783,708,729
Moong,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Moong,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Moong,Chhattisgarh,Kharif,0.04,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.01,439,443,522,336,393
Moong,Chhattisgarh,Rabi,0.04,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,358,359,385,405,359
Moong,Dadra And Nagar Haveli,Kharif,,0,,,,,0,,,,,0,,,
Moong,Dadra And Nagar Haveli,Rabi,,,,,,,0,,,,,,,,
Moong,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Moong,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Moong,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Moong,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Moong,Goa,Kharif,,,,,,,0,,,,,,,,
Moong,Goa,Rabi,,0,,,,,0,,,,,0,,,
Moong,Gujarat,Kharif,0.92,0.99,0.8,0.65,0.29,0.38,0.44,0.47,0.38,0.18,412,444,586,588,609
Moong,Gujarat,Rabi,0.63,0.7,0.25,0.24,0.24,0.72,0.93,0.11,0.17,0.16,1148,1324,453,693,679
Moong,Gujarat,Summer,,,0.47,0.46,0.56,,,0.55,0.55,0.71,,,1153,1208,1274
Moong,Haryana,Kharif,0.46,0.79,0.31,0.26,0.41,0.31,0.52,0.15,0.17,0.36,675,661,494,653,864
Moong,Haryana,Rabi,0,0,,,,0,0,,,,0,0,,,
Moong,Haryana,Summer,,,0.45,0.06,0.09,,,0.34,0.05,0.08,,,749,780,936
Moong,Himachal Pradesh,Kharif,0,0,0,0,0,0,0,0,0,0,631,497,490,490,501
Moong,Himachal Pradesh,Rabi,,,,,,,0,,,,,,,,
Moong,Jammu And Kashmir,Kharif,0,0,0,0.01,,0,0,0,0,,441,392,384,405,
Moong,Jammu And Kashmir,Rabi,,0,,,,,0,,,,,0,,,
Moong,Jharkhand,Kharif,0.26,0.2,0.22,0.23,0.3,0.21,0.16,0.17,0.2,0.25,830,803,794,873,834
Moong,Jharkhand,Rabi,,,,,,,0,,,,,,,,
Moong,Karnataka,Kharif,4.27,4.01,4.88,2.83,5.55,1.73,1.46,1.88,0.89,2.39,405,363,385,314,430
Moong,Karnataka,Rabi,0.26,0.18,0.11,0.14,0.13,0.09,0.06,0.03,0.05,0.04,346,307,307,333,300
Moong,Kerala,Kharif,,0,,0,,,0,,0,,,0,,600,
Moong,Kerala,Rabi,,0,0,0,0,,0,0,0,0,,636,737,792,923
Moong,Kerala,Summer,,,0,0,0,,,0,0,0,,,649,639,777
Moong,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Moong,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Moong,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Moong,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Moong,Madhya Pradesh,Kharif,0.67,0.88,0.34,0.26,0.44,0.23,0.32,0.17,0.15,0.21,342,363,487,562,469
Moong,Madhya Pradesh,Rabi,4.77,8.5,,,,6.19,11.03,,,,1297,1297,,,
Moong,Madhya Pradesh,Summer,,,12.18,11.37,12.18,,,14.04,13.77,14.04,,,1153,1211,1153
Moong,Maharashtra,Kharif,4.01,3.78,2.7,1.85,2.38,2.07,1.87,1.59,0.73,1.64,517,494,589,395,689
Moong,Maharashtra,Rabi,0,0.25,,,,0,0.06,,,,0,251,,,
Moong,Maharashtra,Summer,,,0.05,0.14,0.2,,,0.01,0.03,0.04,,,192,187,186
Moong,Manipur,Kharif,0,0,,,,0,0,,,,1014,959,,,
Moong,Manipur,Rabi,0,0,,,,0,0,,,,0,0,,,
Moong,Manipur,Summer,,,0,0,,,,0,0,,,,1000,900,
Moong,Meghalaya,Kharif,,0,,,,,0,,,,,0,,,
Moong,Meghalaya,Rabi,,0,,,,,0,,,,,0,,,
Moong,Mizoram,Kharif,,,,,,,0,,,,,,,,
Moong,Mizoram,Rabi,,,,,,,0,,,,,,,,
Moong,Nagaland,Kharif,0,0,0.01,0.01,,0.01,0,0.01,0.01,,1063,959,1128,1128,
Moong,Nagaland,Rabi,,,,,,,0,,,,,,,,
Moong,Odisha,Kharif,0.6,0.99,1.2,0.99,0.01,0.21,0.3,0.36,0.3,0,346,307,301,301,303
Moong,Odisha,Rabi,1.76,1.51,,,,0.37,0.58,,,,212,385,,,
Moong,Odisha,Summer,,,1.48,2.12,2.11,,,0.62,0.92,0.95,,,420,434,450
Moong,Puducherry,Kharif,0,0,,,,0,0,,,,0,0,,,
Moong,Puducherry,Rabi,0.01,0.01,0,0,,0,0,0,0,,217,228,667,1000,
Moong,Puducherry,Summer,,,0.01,0,,,,0,0,,,,605,250,
Moong,Punjab,Kharif,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.02,960,938,780,978,771
Moong,Punjab,Rabi,0.22,0.52,,,,0.21,0.65,,,,970,1250,,,
Moong,Punjab,Summer,,,0.21,0.68,0.47,,,0.23,0.62,0.51,,,1080,911,1080
Moong,Rajasthan,Kharif,25.49,25.61,23.32,23.64,23.64,14.02,9.06,11.75,8.13,11.96,550,354,504,344,506
Moong,Rajasthan,Rabi,0.04,0,,,,0.05,0,,,,1352,0,,,
Moong,Rajasthan,Summer,,,0.02,0.03,,,,0.03,0.04,,,,1338,1322,
Moong,Sikkim,Kharif,,0,,,,,0,,,,,0,,,
Moong,Sikkim,Rabi,,,,,,,0,,,,,,,,
Moong,Tamil Nadu,Kharif,0.23,0.18,0.19,0.17,0.17,0.2,0.15,0.15,0.11,0.09,875,813,793,645,535
Moong,Tamil Nadu,Rabi,1.37,1.46,0.25,0.22,0.18,0.39,0.47,0.08,0.06,0.05,281,325,306,281,260
Moong,Tamil Nadu,Summer,,,1.22,0.88,0.96,,,0.37,0.25,0.25,,,306,281,260
Moong,Telangana,Kharif,0.62,0.36,0.27,0.21,0.28,0.26,0.22,0.18,0.14,0.18,415,598,672,687,643
Moong,Telangana,Rabi,0.13,0.15,0.05,0.07,0.06,0.12,0.14,0.05,0.07,0.06,948,958,985,984,1090
Moong,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0,0,,645,643,692,692,
Moong,Tripura,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,749,698,843,843,
Moong,Tripura,Summer,,,0,0,,,,0,0,,,,843,843,
Moong,Uttar Pradesh,Kharif,0.39,0.38,0.42,0.43,0.2,0.16,0.14,0.16,0.17,0.08,398,358,377,392,393
Moong,Uttar Pradesh,Rabi,0.47,0.47,,,,0.45,0.4,,,,967,854,,,
Moong,Uttar Pradesh,Summer,,,0.7,0.72,1.6,,,0.5,0.52,1.39,,,718,718,868
Moong,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Moong,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Moong,West Bengal,Kharif,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,801,696,699,741,756
Moong,West Bengal,Rabi,0.73,0.72,0.02,0.01,0.01,0.53,0.55,0.01,0.01,0.01,731,759,771,712,700
Moong,West Bengal,Summer,,,0.69,0.63,0.65,,,0.52,0.56,0.57,,,755,880,880
Moong,Others,Kharif,,,,,0.04,,,,,0.03,,,,,814
Moong,Others,Rabi,,,,,0.01,,,,,0.01,,,,,735
Moong,Others,Summer,,,,,0.01,,,,,0.01,,,,,638
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lentil,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Andhra Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Arunachal Pradesh,Rabi,0,0,0,0,,0,0,0,0,,793,795,808,808,
Lentil,Assam,Rabi,0.23,0.23,0.25,0.27,0.26,0.17,0.18,0.2,0.23,0.2,729,788,799,845,758
Lentil,Bihar,Rabi,1.37,1.33,1.34,1.4,1.36,1.25,1.24,1.32,1.14,1.24,912,933,985,813,914
Lentil,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Chhattisgarh,Rabi,0.14,0.13,0.13,0.13,0.14,0.06,0.05,0.05,0.05,0.06,404,401,425,413,400
Lentil,Dadra And Nagar Haveli,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Goa,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Gujarat,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Haryana,Rabi,0.01,0.01,0,0,0,0.01,0,0,0,0,795,965,816,864,860
Lentil,Himachal Pradesh,Rabi,0,0,0,0,0,0,0,0,0,0,657,1463,1320,1320,1369
Lentil,Jammu And Kashmir,Rabi,0,0,,,,0,0,,,,713,586,,,
Lentil,Jharkhand,Rabi,0.72,0.65,0.59,0.58,0.78,0.64,0.58,0.48,0.53,0.67,880,880,815,917,855
Lentil,Karnataka,Rabi,,0,,,,,0,,,,,0,,,
Lentil,Kerala,Rabi,,0,,,,,0,,,,,0,,,
